暫定ID,タイトル,ステージ,難易度,書誌URL,1ページ目URL,コマ数,請求番号,文書番号,コンテンツデータURL,主題別,資料種別,災害種別,災害名（地震・津波）,画像データ有無,コレクション名1,タイトル,タイトル（かな）,頁数,大きさ,出版社等,出版年（西暦年月日）,キーワード,備考,刊行方式,地域,請求番号,文書番号,ID,緯度,経度,緯度2,経度2,著者等,災害年（和暦年月日）,災害年（西暦年月日）,災害年（西暦年月日）データ,災害年（西暦年月日）終了,災害年（西暦年月日）終了データ,地名,災害名（火山）,既刊史料集,所蔵元
L000388,大略天学名目鈔　天經或問附録,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000388,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026309.jpg,46,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000388,07.天文学,02.古文書,,,有,01.和古書類,大略天学名目鈔　天經或問附録,たいりゃくてんがくみょうもくしょう　てんけいわくもんふろく,45（含表紙）,25.8×18.2,（大阪書坊　山口又一（心斎橋通北久太郎町）・泉本八兵衛（同通南久寳寺町））,,,和綴　1冊（4冊の内）　天文学について　巻頭に享保己酉年（14年）西川忠次郎正休の「天學初學問答」あり、巻末に文金堂蔵版目録あり　蔵書印あり（地震研究所図書ほか）　文書番号2378（イ）-1～3と一具,木版,,01.012-2,2378(ロ)-2,L000388,,,,,築南久留米學官 入江平馬 編述,,,,,,,,,東京大学地震研究所図書室
L000395,弘化丁未信濃國大地震山川崩激之圖,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000395,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026356.jpg,27,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000395,01.地震04.火事05.洪水,04.災害絵地図,01.地震・津波,228.善光寺地震（弘化4年3月24日）［1847年5月8日］,有,01.和古書類,弘化丁未信濃國大地震山川崩激之圖,こうかひのとひつじしなののくにおおじしんさんせんほうげきのず,1,90.5×98.6（折畳：23.0×17.0）,俟命館蔵,,,一枚物　1鋪　善光寺地震の被災地図　内題：弘化丁未春三月廿四日信州大地震山頽川塞湛水之圖　「不許翻刻」　絵図あり　裏表紙欠　二枚一組のうち洪水の図欠　文書番号2137は表紙が違うが絵図は同じ,木版（多色刷）,25.長野（信濃）,01.012-4,2467,L000395,,,,,,弘化4年頃,,,,,,,,東京大学地震研究所図書室
L000407,鎮火用心車,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000407,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026381.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000407,04.火事,02.古文書,,,有,01.和古書類,鎮火用心車,ちんかようじんぐるま,51（含表紙）,22.0×15.2,須原屋茂兵衛（江戸日本橋通一丁目）（他）発行書林,,,和綴　1冊　火災の予防・心得について　（表紙）貼題箋を欠く　後から墨書「七止」とあり　元7冊本の内の7冊目ヵ　1冊の中で上・中・下に分かれる,木版,,01.013-3,2529,L000407,,,,,,,,,,,,,,東京大学地震研究所図書室
L000441,しんぱん三十六哥仙,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000441,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026433.jpg,7,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000441,01.地震04.火事,02.古文書,,,有,01.和古書類,しんぱん三十六哥仙,しんぱんさんじゅうろっかせん,3（除表紙）,17.6×12.0,,,,和綴　1冊　百人一首仕立ての戯文集、安政江戸地震に関するもの　絵図あり,木版,15.東京,01.014-4,2721,L000441,,,,,,安政2年,,,,,,,,東京大学地震研究所図書室
L000442,出火太平記焼原合戦,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000442,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026439.jpg,7,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000442,04.火事,02.古文書,,,有,01.和古書類,出火太平記焼原合戦,しゅっかたいへいきやけはらがっせん,3（除表紙）,17.8×12.1,,,,和綴　1冊　太平記仕立ての戯文　絵図あり,木版,,01.014-4,2722,L000442,,,,,東都市隠 大道散人 戯作,,,,,,,,,東京大学地震研究所図書室
L000455,従往古地震御届書記誌之一,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000455,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026445.jpg,66,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000455,01.地震02.火山04.火事05.洪水11.その他,02.古文書,01.地震・津波 / 02.火山,"129.元禄地震（元禄16年11月23日）［1703年12月31日］134.宝永地震（宝永4年10月4日）［1707年10月28日］186.島原大変（寛政4年4月1日）[1792年5月21日]210.越後三条地震（文政11年11月12日）［1828年12月18日］228.善光寺地震（弘化4年3月24日）［1847年5月8日］234.小田原地震（嘉永6年2月2日）[1853年3月11日]237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]245.安政江戸地震（安政2年10月2日）［1855年11月11日］",有,01.和古書類,従往古地震御届書記誌之一,おうこよりじしんおとどけがききしのいち,64（含表紙）,23.0×16.1,,,,和綴　1冊　古来よりの災害年代記など、善光寺地震・安政江戸地震に関しては詳細　蔵書印あり（■■文庫）,筆写本,15.東京19.新潟（越後．佐渡）25.長野（信濃）,01.014-4,3801,L000455,,,,,黒沼姓,,,,,,,1707.富士山（宝永4年）[1707年]1783.浅間山（天明3年）[1783年],,東京大学地震研究所図書室
L001054,地震考　全,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001054,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026511.jpg,22,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001054,01.地震,02.古文書,01.地震・津波,,有,01.和古書類,地震考　全,じしんこう　ぜん,21（含表紙）,22.6×15.1,斉政舘都講　小嶋氏蔵版,1830,小島濤山,和綴　1冊　涛山先生筆記　文政13年7月卓堂岸岱の題跋、（洛東）東隴?主人の跋、文化13年8月三緘主人の後跋あり　絵図あり　文書番号8731と同じ、文書番号2157は抄写本　蔵書印あり（地震学教室蔵書印）,木版　,32.京都（山城．丹波．丹後）,01.017-1,地震学教室12,L001054,,,,,思斉堂主人誌,文政13年,,,,,洛中,,,東京大学地震研究所図書室
L001059,地震記　上,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001059,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026533.jpg,74,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001059,01.地震,02.古文書,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,地震記　上,じしんき　じょう,71（含表紙）,27.6×20.0,,,稲毛実,和綴　1冊（2冊の内）　内題：三災録　上　安政二年乙卯季冬日白頭老人の題跋あり　標目あり　奥書「万延元申年出来　谷氏」　　挟み込み資料あり（付箋1点）　蔵書印あり（地震学教室蔵書印・谷氏蔵書印・島田蔵書印）,筆写本,50.高知（土佐）,01.017-2,地震学教室17,L001059,,,,,,安政元年,,,,,,,,東京大学地震研究所図書室
L001060,地震記　下,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001060,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026607.jpg,74,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001060,01.地震,02.古文書,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,地震記　下,じしんき　げ,73（含表紙）,27.6×20.0,,,稲毛実,和綴　1冊（2冊の内）　内題：三災録　下　絵図あり　安政二年乙卯季冬日白頭老人の題跋あり　標目あり　奥書「万延元申年出来　谷氏」　巻下巻末に安政乙卯仲夏の古風堂老人による追加・謄写奥書と上巻巷談拾遺あり　挟み込み資料あり（付箋2点）　蔵書印あり（地震学教室蔵書印・谷氏蔵書印・島田蔵書印）,筆写本,50.高知（土佐）,01.017-2,地震学教室18,L001060,,,,,,安政元年,,,,,,,,東京大学地震研究所図書室
L001067,浅間大變記,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001067,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026681.jpg,40,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001067,02.火山,02.古文書04.災害絵地図,02.火山,,有,01.和古書類,浅間大變記,あさまたいへんき,39（含表紙）,26.2×19.1,,1913,,和綴　1冊　内題：浅間大變記　并繪圖附り飢饉　震災予防調査会写本　地震学教室蔵書印　奥付に「大正貮年四月群馬県出張ニ際シ吾妻郡六合村大字赤岩、六合小学校長湯本貞次郎氏ノ尽力ニヨリ仝村安原定四郎氏蔵書ヨリ写ス」とあり　天明3年7月8日四ツ八分時の浅間山焼出し吾妻川附村々の彩色絵図あり　天明4年の飢饉についての内容もあり,筆写本,12.群馬（上野）13.埼玉（武蔵）,01.017-3,地震学教室25,L001067,,,,,,弘安四年 / 天明三年,,,,,,1783.浅間山（天明3年）[1783年],,東京大学地震研究所図書室
L001076,浅間山大焼真圖,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001076,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026721.jpg,13,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001076,02.火山,04.災害絵地図,02.火山,,有,01.和古書類,浅間山大焼真圖,あさまやまおおやけしんず,12（含表紙）,19.0×26.4,,,,和綴　1冊　絵図あり（（大焼後唯今の図）、（六月・七月六日・七月八日の大焼の図）、（平日焼の図））　表紙に「群馬県碓水郡安中町美濃部氏所蔵原ヵヨリ写ス」とあり　第9丁・10丁はもと一紙で折れ目で切り離れている　震災予防調査会写本　蔵書印あり（地震学教室蔵書印）,筆写本,12.群馬（上野）,01.017-4,地震学教室34,L001076,,,,,,（不明）,,,,,,,,東京大学地震研究所図書室
L001093,地震出火　男女死人怪我人書上之寫,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001093,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026734.jpg,26,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001093,01.地震04.火事,02.古文書,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,地震出火　男女死人怪我人書上之寫,じしんしゅっか　だんじょしにんけがにんかきあげのうつし,13（含表紙）,12.0×30.5,,,,和綴　1冊　内題：地震出火　男女死人怪我人書上之寫　安政二稔乙卯十月二日夜四ツ過　「地震類焼場所明細書之写」あり,木版,15.東京,01.018-3,地震学教室51,L001093,,,,,,安政2年,,,,,,,,東京大学地震研究所図書室
L001094,安政大地震畧記　全,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001094,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026760.jpg,15,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001094,01.地震04.火事,02.古文書,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,安政大地震畧記　全,あんせいおおじしんりゃくき　ぜん,14（含表紙）,17.0×11.6,,,,和綴　1冊　表紙に「碧海学士ノ寄贈」とあり　巻末に「鯰太平記混雑ばなし」（大道散人戯作、素人斎繪狂画）、「青海原津浪軍記」あり　絵図あり,木版（図に彩色あり）,15.東京,01.018-3,地震学教室52,L001094,,,,,,安政2年,,,,,,,,東京大学地震研究所図書室
L001095,大地震大津浪末代噺種　（二編　全）,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001095,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026775.jpg,24,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001095,01.地震03.津波,02.古文書,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,大地震大津浪末代噺種　（二編　全）,おおじしんおおつなみまつだいはなしのたね　（にへん　ぜん）,20（含表紙）,16.5×11.2,両平堂板,1854,,和綴　1冊（帙入り4冊の内）　帙題「安政江戸大震ニ関スル雑書」　貮編（袋書による）　絵図あり　筒状の袋入り　表紙欠　蔵書印あり（地震学教室蔵書印）,木版（一部色刷）,09.関東地方（坂東）23.中部地方（東山．東海）30.近畿地方（畿内．上方．関西）41.山陽地方46.四国地方（南海）,01.018-3,地震学教室53,L001095,,,,,,安政2年,,,,,,,,東京大学地震研究所図書室
L001098,大地震大（津浪）末代噺（の）種　三編全,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001098,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026799.jpg,22,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001098,01.地震03.津波,02.古文書,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,大地震大（津浪）末代噺（の）種　三編全,おおじしんおお（つなみ）まつだいはなし（の）たね　さんへんぜん,20（含表紙）,16.1×11.2,,,,和綴　1冊（帙入り4冊の内）　絵図あり　帙題「安政江戸大震ニ関スル雑書」　袋なし,木版（一部色刷）,09.関東地方（坂東）23.中部地方（東山．東海）30.近畿地方（畿内．上方．関西）41.山陽地方46.四国地方（南海）,01.018-3,地震学教室56,L001098,,,,,,安政2年,,,,,,,,東京大学地震研究所図書室
L001101,地震大火　大江戸一覧　安政第二乙卯初冬,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001101,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026906.jpg,15,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001101,01.地震04.火事,04.災害絵地図,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,地震大火　大江戸一覧　安政第二乙卯初冬,じしんたいか　おおえどいちらん　あんせいだいにきのとうのしょとう,1,37.5×74.3（折畳：18.9×13.0）,,,,一枚物　1鋪（筒状の袋入り）　絵図あり,木版（色刷）,15.東京,01.018-4,地震学教室59,L001101,,,,,,安政2年,,,,,江戸,,,東京大学地震研究所図書室
L001103,江戸みやげ,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001103,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026921.jpg,11,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001103,01.地震04.火事,02.古文書,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,江戸みやげ,えどみやげ,10（含表紙）,18.1×12.2,,,,和綴　1冊　絵図あり,木版（表紙のみ色刷）,15.東京,01.018-4,地震学教室61,L001103,,,,,,安政2年,,,,,江戸,,,東京大学地震研究所図書室
L001106,大地震出火圖會,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001106,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026932.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001106,01.地震04.火事,04.災害絵地図,01.地震・津波,,有,01.和古書類,大地震出火圖會,おおじしんしゅっかずえ,,18.6×12.6,江都　雷爺堂,1855,,袋1点（帙入り、筒状の袋3点と資料6点の内）,木版,15.東京,01.018-4,地震学教室64,L001106,,,,,,安政2年,,,,,,,,東京大学地震研究所図書室
L001107,江戸　大地震出火一覧　安政二乙卯年十月,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001107,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026934.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001107,01.地震04.火事,02.古文書,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,江戸　大地震出火一覧　安政二乙卯年十月,えど　おじしんしゅっかいちらん　あんせいにきのとうのとしじゅうがつ,,19.1×12.2,東都　震画堂,,,袋1点（帙入り、筒状の袋3点と資料6点の内）,木版,15.東京,01.018-4,地震学教室65,L001107,,,,,,安政2年,,,,,江戸,,,東京大学地震研究所図書室
L001108,大地震繪圖　安政二卯年十月二日,8,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L001108,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026936.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L001108,01.地震,04.災害絵地図,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,大地震繪圖　安政二卯年十月二日,おおじしんえず　あんせいにうのとしじゅうがつふつか,,18.8×13.0,,,,袋1点（帙入り、筒状の袋3点と資料6点の内）　蔵書印あり（地震学教室蔵書印）　,木版,15.東京,01.018-4,地震学教室66,L001108,,,,,,安政2年,,,,,,,,東京大学地震研究所図書室
